0308261,Aparelho de apoio metálico esférico fixo com capacidade de 6.500 kN - fornecimento e instalação,un,"91.070,17"
0308262,Aparelho de apoio metálico esférico fixo com capacidade de 7.000 kN - fornecimento e instalação,un,"98.101,88"
0308263,Aparelho de apoio metálico esférico fixo com capacidade de 7.500 kN - fornecimento e instalação,un,"100.711,64"
0308264,Aparelho de apoio metálico esférico fixo com capacidade de 8.000 kN - fornecimento e instalação,un,"112.686,39"
0308265,Aparelho de apoio metálico esférico fixo com capacidade de 8.500 kN - fornecimento e instalação,un,"119.724,65"
0308266,Aparelho de apoio metálico esférico fixo com capacidade de 9.000 kN - fornecimento e instalação,un,"126.754,19"
0308267,Aparelho de apoio metálico esférico fixo com capacidade de 9.500 kN - fornecimento e instalação,un,"134.287,41"
0308288,Aparelho de apoio metálico esférico multidirecional com capacidade de 1.000 kN - fornecimento e instalação,un,"8.705,99"
0308289,Aparelho de apoio metálico esférico multidirecional com capacidade de 1.500 kN - fornecimento e instalação,un,"11.321,00"
0308306,Aparelho de apoio metálico esférico multidirecional com capacidade de 10.000 kN - fornecimento e instalação,un,"75.101,59"
0308290,Aparelho de apoio metálico esférico multidirecional com capacidade de 2.000 kN - fornecimento e instalação,un,"15.042,54"
0308291,Aparelho de apoio metálico esférico multidirecional com capacidade de 2.500 kN - fornecimento e instalação,un,"18.766,01"
0308292,Aparelho de apoio metálico esférico multidirecional com capacidade de 3.000 kN - fornecimento e instalação,un,"22.485,12"
0308293,Aparelho de apoio metálico esférico multidirecional com capacidade de 3.500 kN - fornecimento e instalação,un,"26.204,33"
0308294,Aparelho de apoio metálico esférico multidirecional com capacidade de 4.000 kN - fornecimento e instalação,un,"29.923,48"
0308295,Aparelho de apoio metálico esférico multidirecional com capacidade de 4.500 kN - fornecimento e instalação,un,"33.643,81"
0308296,Aparelho de apoio metálico esférico multidirecional com capacidade de 5.000 kN - fornecimento e instalação,un,"37.265,56"
0308297,Aparelho de apoio metálico esférico multidirecional com capacidade de 5.500 kN - fornecimento e instalação,un,"40.884,91"
0308298,Aparelho de apoio metálico esférico multidirecional com capacidade de 6.000 kN - fornecimento e instalação,un,"44.907,41"
0308299,Aparelho de apoio metálico esférico multidirecional com capacidade de 6.500 kN - fornecimento e instalação,un,"48.729,76"
0308300,Aparelho de apoio metálico esférico multidirecional com capacidade de 7.000 kN - fornecimento e instalação,un,"52.607,60"
0308301,Aparelho de apoio metálico esférico multidirecional com capacidade de 7.500 kN - fornecimento e instalação,un,"56.274,09"
0308302,Aparelho de apoio metálico esférico multidirecional com capacidade de 8.000 kN - fornecimento e instalação,un,"60.107,77"
0308303,Aparelho de apoio metálico esférico multidirecional com capacidade de 8.500 kN - fornecimento e instalação,un,"63.930,94"
0308304,Aparelho de apoio metálico esférico multidirecional com capacidade de 9.000 kN - fornecimento e instalação,un,"67.754,19"
0308305,Aparelho de apoio metálico esférico multidirecional com capacidade de 9.500 kN - fornecimento e instalação,un,"71.577,86"
0308269,Aparelho de apoio metálico esférico unidirecional com capacidade de 1.000 kN - fornecimento e instalação,un,"4.632,90"
0308270,Aparelho de apoio metálico esférico unidirecional com capacidade de 1.500 kN - fornecimento e instalação,un,"8.190,82"
0308287,Aparelho de apoio metálico esférico unidirecional com capacidade de 10.000 kN - fornecimento e instalação,un,"84.153,64"
0308271,Aparelho de apoio metálico esférico unidirecional com capacidade de 2.000 kN - fornecimento e instalação,un,"8.939,91"
0308272,Aparelho de apoio metálico esférico unidirecional com capacidade de 2.500 kN - fornecimento e instalação,un,"11.245,64"
0308273,Aparelho de apoio metálico esférico unidirecional com capacidade de 3.000 kN - fornecimento e instalação,un,"13.402,65"
0308274,Aparelho de apoio metálico esférico unidirecional com capacidade de 3.500 kN - fornecimento e instalação,un,"15.704,39"
0308275,Aparelho de apoio metálico esférico unidirecional com capacidade de 4.000 kN - fornecimento e instalação,un,"22.619,31"
0308276,Aparelho de apoio metálico esférico unidirecional com capacidade de 4.500 kN - fornecimento e instalação,un,"38.466,78"
0308277,Aparelho de apoio metálico esférico unidirecional com capacidade de 5.000 kN - fornecimento e instalação,un,"42.690,94"
0308278,Aparelho de apoio metálico esférico unidirecional com capacidade de 5.500 kN - fornecimento e instalação,un,"46.913,79"
0308279,Aparelho de apoio metálico esférico unidirecional com capacidade de 6.000 kN - fornecimento e instalação,un,"51.238,97"
0308280,Aparelho de apoio metálico esférico unidirecional com capacidade de 6.500 kN - fornecimento e instalação,un,"55.565,44"
0308281,Aparelho de apoio metálico esférico unidirecional com capacidade de 7.000 kN - fornecimento e instalação,un,"59.889,95"
0308282,Aparelho de apoio metálico esférico unidirecional com capacidade de 7.500 kN - fornecimento e instalação,un,"64.214,98"
0308283,Aparelho de apoio metálico esférico unidirecional com capacidade de 8.000 kN - fornecimento e instalação,un,"68.553,37"
0308284,Aparelho de apoio metálico esférico unidirecional com capacidade de 8.500 kN - fornecimento e instalação,un,"72.877,12"
0308285,Aparelho de apoio metálico esférico unidirecional com capacidade de 9.000 kN - fornecimento e instalação,un,"77.204,03"
0308286,Aparelho de apoio metálico esférico unidirecional com capacidade de 9.500 kN - fornecimento e instalação,un,"81.429,68"
0307814,Apoio de neoprene fretado 100 x 100 x 28 mm com capacidade de 100 kN para estruturas pré-moldadas - fornecimento e,un,"24,53"
"",instalação,,
0307817,Apoio de neoprene fretado 150 x 200 x 35 mm com capacidade de 300 KN para estruturas pré-moldadas - fornecimento e,un,"83,31"
"",instalação,,
0307815,Apoio de neoprene fretado 300 x 400 x 85 mm com capacidade de 1.800 KN para estruturas pré-moldadas - fornecimento e,un,"775,94"
"",instalação,,
0307816,Apoio de neoprene fretado 350 x 450 x 99 mm com capacidade de 2.360 kN para estruturas pré-moldadas - fornecimento e,un,"1.184,84"
"",instalação,,
0307733,Junta de dilatação em perfil extrudado de borracha vulcanizada de 20 x 40 mm - fornecimento e instalação,m,"342,00"
0307734,Junta de dilatação em perfil extrudado de borracha vulcanizada de 25 x 50 mm - fornecimento e instalação,m,"435,69"
0307735,Junta de dilatação em perfil extrudado de borracha vulcanizada de 35 x 60 mm - fornecimento e instalação,m,"745,62"
0307736,Junta de dilatação em perfil extrudado de borracha vulcanizada de 40 x 70 mm - fornecimento e instalação,m,"968,78"
0307737,Junta de dilatação em perfil extrudado de borracha vulcanizada de 50 x 80 mm - fornecimento e instalação,m,"1.181,31"
0307084,Lábios poliméricos 20 x 30 mm em junta de pavimento de concreto - confecção e assentamento,m,"24,43"
0407818,"Armação em aço CA-25 - fornecimento, preparo e colocação",kg,"8,06"
0407819,"Armação em aço CA-50 - fornecimento, preparo e colocação",kg,"8,13"
0407820,"Armação em aço CA-60 - fornecimento, preparo e colocação",kg,"8,68"
0407740,Chumbador tipo espera em aço CA-25 para fixação de estrutura metálica em concreto - fornecimento e instalação,kg,"11,16"
0408037,"Luva de emenda com rosca cônica para aço CA-50 - D = 12,5 mm - fornecimento e instalação",un,"14,60"
0408038,Luva de emenda com rosca cônica para aço CA-50 - D = 16 mm - fornecimento e instalação,un,"19,05"
0408039,Luva de emenda com rosca cônica para aço CA-50 - D = 20 mm - fornecimento e instalação,un,"25,79"
0408041,Luva de emenda com rosca cônica para aço CA-50 - D = 25 mm - fornecimento e instalação,un,"35,55"
0408042,Luva de emenda com rosca cônica para aço CA-50 - D = 32 mm - fornecimento e instalação,un,"49,01"
0408031,"Luva de emenda prensada para aço CA-50 - D = 12,5 mm - fornecimento e instalação",un,"14,06"
0408032,Luva de emenda prensada para aço CA-50 - D = 16 mm - fornecimento e instalação,un,"18,08"
0408033,Luva de emenda prensada para aço CA-50 - D = 20 mm - fornecimento e instalação,un,"26,82"
0408035,Luva de emenda prensada para aço CA-50 - D = 25 mm - fornecimento e instalação,un,"46,60"
0408036,Luva de emenda prensada para aço CA-50 - D = 32 mm - fornecimento e instalação,un,"86,23"
0408067,"Tela de aço eletrosoldada - fornecimento, preparo e colocação",kg,"6,70"
0407743,Treliça nervurada três barras longitudinais interligadas por duas diagonais sinusoidal - fornecimento e instalação,kg,"7,00"
0607137,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,08 m e altura = 6,12 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"28.957,35"
"",5 m - areia e brita comerciais,,
0606785,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,08 m e altura = 6,12 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"28.545,80"
"",5 m - areia extraída e brita produzida,,
0607139,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,31 m e altura = 6,17 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"29.435,51"
"","4,9 m - areia e brita comerciais",,
0606787,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,31 m e altura = 6,17 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"29.011,27"
"","4,9 m - areia extraída e brita produzida",,
0607140,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,36 m e altura = 5,38 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"26.454,06"
"","3,6 m - areia e brita comerciais",,
0606788,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,36 m e altura = 5,38 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"26.072,16"
"","3,6 m - areia extraída e brita produzida",,
0607141,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,54 m e altura = 6,05 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"30.231,26"
"","4,2 m - areia e brita comerciais",,
0606789,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,54 m e altura = 6,05 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"29.803,62"
"","4,2 m - areia extraída e brita produzida",,
0607144,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,57 m e altura = 5,41 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"34.193,84"
"","4,1 m - areia e brita comerciais",,
0606792,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,57 m e altura = 5,41 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"33.802,62"
"","4,1 m - areia extraída e brita produzida",,
0607142,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,74 m e altura = 6,48 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"32.092,07"
"","4,7 m - areia e brita comerciais",,
0606790,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,74 m e altura = 6,48 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"31.631,41"
"","4,7 m - areia extraída e brita produzida",,
0607145,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,77 m e altura = 6,1 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"38.521,51"
"","4,7 m - areia e brita comerciais",,
0606793,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,77 m e altura = 6,1 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"38.081,18"
"","4,7 m - areia extraída e brita produzida",,
0607146,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,97 m e altura = 6,53 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"40.148,86"
"","4,7 m - areia e brita comerciais",,
0606794,"Arco metálico galvanizado MP 152 S - arco alto - vão = 10,97 m e altura = 6,53 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"39.673,81"
"","4,7 m - areia extraída e brita produzida",,
0607143,"Arco metálico galvanizado MP 152 S - arco alto - vão = 11,35 m e altura = 7,12 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"35.040,82"
"","4,7 m - areia e brita comerciais",,
0606791,"Arco metálico galvanizado MP 152 S - arco alto - vão = 11,35 m e altura = 7,12 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"34.509,87"
"","4,7 m - areia extraída e brita produzida",,
0607147,"Arco metálico galvanizado MP 152 S - arco alto - vão = 11,58 m e altura = 7,16 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"43.767,77"
0606795,"Arco metálico galvanizado MP 152 S - arco alto - vão = 11,58 m e altura = 7,16 m - aterro rodoviário mínimo = 1,2 m e máximo =",m,"43.223,28"
"","6,4 m - areia extraída e brita produzida",,
0607112,"Arco metálico galvanizado MP 152 S - arco alto - vão = 6,12 m e altura = 2,77 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"13.355,15"
"","5,4 m - areia e brita comerciais",,
0606760,"Arco metálico galvanizado MP 152 S - arco alto - vão = 6,12 m e altura = 2,77 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"13.210,35"
"","5,4 m - areia extraída e brita produzida",,
0607113,"Arco metálico galvanizado MP 152 S - arco alto - vão = 6,3 m e altura = 3,68 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"16.470,22"
"","7,5 m - areia e brita comerciais",,
0606761,"Arco metálico galvanizado MP 152 S - arco alto - vão = 6,3 m e altura = 3,68 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"16.304,25"
"","7,5 m - areia extraída e brita produzida",,
0607116,"Arco metálico galvanizado MP 152 S - arco alto - vão = 6,78 m e altura = 3,61 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"16.518,94"
"","4,8 m - areia e brita comerciais",,
0606764,"Arco metálico galvanizado MP 152 S - arco alto - vão = 6,78 m e altura = 3,61 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"16.342,80"
"","4,8 m - areia extraída e brita produzida",,
0607115,"Arco metálico galvanizado MP 152 S - arco alto - vão = 6,96 m e altura = 4,42 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"18.837,51"
"","8,1 m - areia e brita comerciais",,
0606763,"Arco metálico galvanizado MP 152 S - arco alto - vão = 6,96 m e altura = 4,42 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"18.624,96"
"","8,1 m - areia extraída e brita produzida",,
0607117,"Arco metálico galvanizado MP 152 S - arco alto - vão = 6,99 m e altura = 4,27 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"18.924,72"
"","5,7 m - areia e brita comerciais",,
0606765,"Arco metálico galvanizado MP 152 S - arco alto - vão = 6,99 m e altura = 4,27 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"18.717,25"
"","5,7 m - areia extraída e brita produzida",,
0607118,"Arco metálico galvanizado MP 152 S - arco alto - vão = 7,01 m e altura = 3,63 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"16.896,09"
"","4,6 m - areia e brita comerciais",,
0606766,"Arco metálico galvanizado MP 152 S - arco alto - vão = 7,01 m e altura = 3,63 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"16.712,33"
"","4,6 m - areia extraída e brita produzida",,
0607119,"Arco metálico galvanizado MP 152 S - arco alto - vão = 7,42 m e altura = 4,52 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"19.946,72"
"","6,4 m - areia e brita comerciais",,
0606767,"Arco metálico galvanizado MP 152 S - arco alto - vão = 7,42 m e altura = 4,52 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"19.715,54"
"","6,4 m - areia extraída e brita produzida",,
0607121,"Arco metálico galvanizado MP 152 S - arco alto - vão = 7,47 m e altura = 4,19 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"18.664,78"
"","4,3 m - areia e brita comerciais",,
0606769,"Arco metálico galvanizado MP 152 S - arco alto - vão = 7,47 m e altura = 4,19 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"18.445,46"
"","4,3 m - areia extraída e brita produzida",,
0607123,"Arco metálico galvanizado MP 152 S - arco alto - vão = 7,67 m e altura = 3,99 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"18.459,46"
"","4,1 m - areia e brita comerciais",,
0606771,"Arco metálico galvanizado MP 152 S - arco alto - vão = 7,67 m e altura = 3,99 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"18.242,68"
"","4,1 m - areia extraída e brita produzida",,
0607122,"Arco metálico galvanizado MP 152 S - arco alto - vão = 7,85 m e altura = 4,6 m - aterro rodoviário mínimo = 0,9 m e máximo = 6",m,"20.604,26"
"",m - areia e brita comerciais,,
0606770,"Arco metálico galvanizado MP 152 S - arco alto - vão = 7,85 m e altura = 4,6 m - aterro rodoviário mínimo = 0,9 m e máximo = 6",m,"20.354,45"
"",m - areia extraída e brita produzida,,
0607125,"Arco metálico galvanizado MP 152 S - arco alto - vão = 7,9 m e altura = 4,04 m - aterro rodoviário mínimo = 0,9 m e máximo = 4",m,"19.190,70"
"",m - areia e brita comerciais,,
0606773,"Arco metálico galvanizado MP 152 S - arco alto - vão = 7,9 m e altura = 4,04 m - aterro rodoviário mínimo = 0,9 m e máximo = 4",m,"18.963,76"
"",m - areia extraída e brita produzida,,
0607124,"Arco metálico galvanizado MP 152 S - arco alto - vão = 8,08 m e altura = 4,65 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"20.989,45"
"","5,8 m - areia e brita comerciais",,
0606772,"Arco metálico galvanizado MP 152 S - arco alto - vão = 8,08 m e altura = 4,65 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"20.730,33"
"","5,8 m - areia extraída e brita produzida",,
0607126,"Arco metálico galvanizado MP 152 S - arco alto - vão = 8,31 m e altura = 4,7 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"21.603,03"
"","5,6 m - areia e brita comerciais",,
0606774,"Arco metálico galvanizado MP 152 S - arco alto - vão = 8,31 m e altura = 4,7 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"21.338,92"
"","5,6 m - areia extraída e brita produzida",,
0607127,"Arco metálico galvanizado MP 152 S - arco alto - vão = 8,36 m e altura = 4,11 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"19.843,24"
"","3,7 m - areia e brita comerciais",,
0606775,"Arco metálico galvanizado MP 152 S - arco alto - vão = 8,36 m e altura = 4,11 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"19.598,51"
"","3,7 m - areia extraída e brita produzida",,
0607129,"Arco metálico galvanizado MP 152 S - arco alto - vão = 8,59 m e altura = 4,39 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"20.790,36"
"","3,6 m - areia e brita comerciais",,
0606777,"Arco metálico galvanizado MP 152 S - arco alto - vão = 8,59 m e altura = 4,39 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"20.525,31"
"","3,6 m - areia extraída e brita produzida",,
0607128,"Arco metálico galvanizado MP 152 S - arco alto - vão = 8,97 m e altura = 5 m - aterro rodoviário mínimo = 0,9 m e máximo = 5,8",m,"23.069,29"
"",m - areia e brita comerciais,,
0606776,"Arco metálico galvanizado MP 152 S - arco alto - vão = 8,97 m e altura = 5 m - aterro rodoviário mínimo = 0,9 m e máximo = 5,8",m,"22.761,06"
"",m - areia extraída e brita produzida,,
0607130,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,17 m e altura = 5,49 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"24.608,53"
"","5,6 m - areia e brita comerciais",,
0606778,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,17 m e altura = 5,49 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"24.268,96"
"","5,6 m - areia extraída e brita produzida",,
0607131,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,22 m e altura = 4,7 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"23.155,97"
"","4,1 m - areia e brita comerciais",,
0606779,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,22 m e altura = 4,7 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"22.855,36"
"","4,1 m - areia extraída e brita produzida",,
0607133,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,45 m e altura = 4,75 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"23.667,08"
0606781,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,45 m e altura = 4,75 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"23.353,76"
"",4 m - areia extraída e brita produzida,,
0607132,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,63 m e altura = 5,59 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"25.695,00"
"","5,3 m - areia e brita comerciais",,
0606780,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,63 m e altura = 5,59 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"25.331,73"
"","5,3 m - areia extraída e brita produzida",,
0607134,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,65 m e altura = 5,41 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"25.567,34"
"","4,7 m - areia e brita comerciais",,
0606782,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,65 m e altura = 5,41 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"25.212,53"
"","4,7 m - areia extraída e brita produzida",,
0607136,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,68 m e altura = 5,23 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"25.237,85"
"","3,9 m - areia e brita comerciais",,
0606784,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,68 m e altura = 5,23 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"24.891,50"
"","3,9 m - areia extraída e brita produzida",,
0607135,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,86 m e altura = 6,07 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"28.476,51"
"","5,2 m - areia e brita comerciais",,
0606783,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,86 m e altura = 6,07 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"28.078,51"
"","5,2 m - areia extraída e brita produzida",,
0607138,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,91 m e altura = 5,28 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"25.714,48"
"","3,8 m - areia e brita comerciais",,
0606786,"Arco metálico galvanizado MP 152 S - arco alto - vão = 9,91 m e altura = 5,28 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"25.346,96"
"","3,8 m - areia extraída e brita produzida",,
0607114,"Arco metálico galvanizado MP 152 S - arco alto - vão =6,55 m e altura = 3,56 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"15.847,43"
"","4,9 m - areia e brita comerciais",,
0606762,"Arco metálico galvanizado MP 152 S - arco alto - vão =6,55 m e altura = 3,56 m - aterro rodoviário mínimo = 0,75 m e máximo =",m,"15.679,77"
"","4,9 m - areia extraída e brita produzida",,
0607120,"Arco metálico galvanizado MP 152 S - arco alto - vão =7,24 m e altura = 3,68 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"17.218,88"
"","4,4 m - areia e brita comerciais",,
0606768,"Arco metálico galvanizado MP 152 S - arco alto - vão =7,24 m e altura = 3,68 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"17.026,66"
"","4,4 m - areia extraída e brita produzida",,
0606843,"Arco metálico galvanizado MP 152 S - ovóide - vão = 7,31 m e altura = 7,87 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"31.915,46"
"","6,8 m - areia e brita comerciais",,
0606833,"Arco metálico galvanizado MP 152 S - ovóide - vão = 7,31 m e altura = 7,87 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"31.737,40"
"","6,8 m - areia extraída e brita produzida",,
0606845,"Arco metálico galvanizado MP 152 S - ovóide - vão = 7,57 m e altura = 8,44 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"33.157,69"
"","5,6 m - areia e brita comerciais",,
0606835,"Arco metálico galvanizado MP 152 S - ovóide - vão = 7,57 m e altura = 8,44 m - aterro rodoviário mínimo = 0,9 m e máximo =",m,"32.983,09"
"","5,6 m - areia extraída e brita produzida",,
0606844,"Arco metálico galvanizado MP 152 S - ovóide - vão = 7,77 m e altura = 7,9 m - aterro rodoviário mínimo = 0,9 m e máximo = 6,8",m,"32.383,48"
